나이,계약유형,이번달_주당방문횟수,총_이용개월수,상대_방문공백,일평균_운동시간,주_이용_시간대_혼잡도,PT_가입여부,그룹수업_참여,최근한달_부상경험,서비스불만_환경불편,서비스불만_비매너회원,기구불만_기구부족,기구불만_기구상태불만,직원불만_불친절,직원불만_전문성부족,가격불만,이탈
16,6,0,17,1.14,36,보통,0,0,0,3,4,2,3,2,1,5,0
39,12,3,6,0.27,16,여유,0,1,0,3,5,5,5,5,4,4,0
25,6,4,6,1.34,56,보통,0,1,0,3,3,3,4,5,3,4,0
30,6,4,12,0.56,70,여유,0,1,0,4,4,1,1,5,4,2,0
26,12,2,16,0.82,40,여유,0,0,0,3,4,1,2,4,3,4,0
66,1,2,8,1.98,80,여유,0,0,0,2,2,3,3,4,4,3,0
23,3,3,5,1.4,110,혼잡,1,1,0,1,3,4,2,5,4,3,0
60,3,3,11,0.86,66,보통,0,0,0,3,3,3,2,3,2,3,1
34,12,4,10,0.54,46,보통,0,1,0,1,3,3,4,2,2,3,0
30,1,1,4,1.41,93,보통,0,0,0,4,4,2,3,3,3,2,0
32,12,3,1,0.71,71,보통,0,1,0,4,3,3,3,3,2,4,1
52,1,4,12,0.27,74,혼잡,1,1,0,5,4,4,5,5,5,3,0
63,12,1,25,1.09,42,여유,0,0,0,3,1,3,5,4,4,2,0
44,1,3,40,0.59,74,보통,0,0,0,3,4,2,2,5,4,4,0
36,1,3,8,0.12,69,여유,0,1,0,1,3,2,3,3,4,2,0
34,12,3,4,0.57,67,여유,0,0,0,4,4,2,4,4,5,3,0
42,12,2,6,2.25,57,혼잡,0,0,0,4,3,3,4,1,2,1,1
40,6,4,5,0.66,117,여유,0,1,0,5,3,3,4,3,4,3,0
39,6,3,11,1.35,130,보통,0,0,0,3,2,2,3,4,3,2,0
30,3,0,3,1.23,23,보통,0,0,0,4,4,3,4,4,4,2,1
27,12,1,12,2.03,42,보통,0,0,0,4,4,4,4,5,5,2,1
21,12,3,6,0.85,119,혼잡,0,0,0,4,4,1,1,4,2,3,0
45,12,1,18,1.34,48,여유,0,0,0,3,2,4,3,5,5,4,1
27,12,3,24,0.27,94,보통,1,0,0,4,2,3,3,3,2,4,0
67,6,0,8,1.54,69,보통,0,0,0,4,3,4,4,4,3,3,0
21,3,0,12,1.44,81,보통,0,0,0,3,3,3,3,4,3,3,0
21,12,2,6,0.55,54,여유,0,1,0,4,5,4,3,4,5,4,0
30,3,3,6,1.88,66,매우혼잡,0,0,0,4,5,4,2,4,1,1,0
37,12,3,6,0.96,45,혼잡,1,0,0,2,4,3,2,3,1,1,0
44,3,1,19,1.52,37,보통,0,0,1,3,1,2,2,4,5,3,0
36,6,1,24,1.15,24,보통,0,0,0,3,1,4,2,2,3,3,0
69,6,0,7,4.95,38,보통,1,0,1,4,4,3,2,5,5,4,1
35,3,1,23,1.37,20,보통,0,0,0,5,1,2,1,1,1,1,0
66,3,3,11,1.36,62,여유,0,0,0,4,4,1,3,4,3,2,0
51,12,3,36,0.9,26,여유,0,1,0,2,1,3,4,2,3,3,0
49,3,4,35,0.55,71,보통,0,1,0,4,4,2,3,3,2,4,0
22,6,3,12,1.14,86,여유,1,1,0,4,1,3,2,3,3,1,0
40,6,2,25,1.53,68,혼잡,0,0,0,4,4,4,3,4,4,3,0
30,3,4,4,0.73,81,혼잡,0,0,0,5,3,3,3,4,3,4,0
39,3,1,14,1.34,95,보통,0,0,0,4,4,3,4,4,4,4,0
36,3,2,14,1.32,82,여유,0,0,0,5,3,3,3,4,3,2,0
19,3,1,2,1.25,44,혼잡,0,1,0,5,5,3,4,4,5,3,0
59,1,2,12,1.22,56,혼잡,0,0,0,4,1,2,2,3,2,3,0
55,1,6,18,0.43,68,여유,0,1,0,4,4,4,5,4,4,2,0
29,12,1,3,1.11,72,보통,0,0,0,4,2,4,3,1,3,3,0
60,3,3,5,1.28,32,보통,1,0,1,4,4,4,4,3,1,2,0
25,12,1,3,0.26,29,보통,0,0,0,1,4,4,4,3,1,4,0
68,1,3,35,0.64,89,혼잡,0,0,0,5,5,4,5,5,3,4,0
34,12,0,17,1.8,15,보통,0,0,0,2,3,3,1,5,4,2,0
66,3,2,11,0.92,52,보통,0,1,0,4,2,4,5,4,3,3,0
46,6,2,6,1.25,42,혼잡,0,1,0,1,4,2,1,2,2,1,1
42,6,1,8,7.43,49,여유,0,0,0,3,3,1,3,4,4,3,1
18,3,2,27,1.3,65,보통,0,0,0,3,4,3,2,2,3,3,1
44,3,2,19,2.28,88,여유,0,0,0,4,4,1,4,5,5,5,0
27,12,4,25,0.66,83,여유,1,0,0,4,3,2,4,2,3,1,0
20,3,3,8,0.46,39,보통,0,1,0,3,4,2,1,2,3,4,0
40,1,1,3,1.67,22,여유,0,1,1,3,4,2,2,4,4,5,1
34,6,2,33,1.07,26,매우혼잡,0,0,0,3,4,4,4,4,5,4,0
34,3,0,1,6.52,47,매우혼잡,0,0,0,4,3,5,4,4,2,5,1
34,12,2,4,0.68,77,보통,0,1,0,4,3,3,2,3,4,3,1
49,6,4,4,0.12,73,혼잡,1,1,0,4,5,3,3,4,5,3,0
18,3,3,6,0.87,68,보통,0,0,0,3,2,3,3,4,4,4,0
20,1,2,17,1.16,53,여유,0,0,0,4,5,2,4,4,5,5,0
63,3,1,2,1.16,60,여유,0,0,0,1,2,2,3,5,5,4,0
34,3,2,20,1.56,71,혼잡,0,0,0,4,4,4,3,4,3,4,1
29,12,4,7,1.2,79,혼잡,1,1,0,5,4,2,4,5,5,2,0
32,6,1,3,1.29,71,여유,0,0,0,2,5,2,1,2,1,5,0
36,12,0,11,5.95,49,매우혼잡,0,0,1,3,3,5,4,4,3,3,1
40,1,3,7,0.98,82,보통,0,0,0,2,5,1,2,4,4,2,0
28,6,2,2,0.49,89,혼잡,0,1,0,3,2,4,3,4,3,4,1
25,3,0,6,1.29,55,보통,0,0,0,5,3,4,2,3,4,5,0
45,6,3,6,0.72,65,보통,1,0,0,3,3,4,4,4,4,2,0
49,3,3,24,0.6,48,보통,1,1,0,4,1,4,4,4,5,2,0
39,3,1,2,1.51,65,여유,0,0,0,3,4,3,4,5,5,3,0
26,6,1,10,1.02,17,여유,0,0,0,4,3,2,1,3,3,3,1
54,12,3,12,0.54,33,여유,0,1,1,1,3,1,2,2,2,3,0
44,6,3,17,0.35,37,여유,0,0,0,3,4,1,1,4,1,1,0
69,3,3,40,0.18,128,여유,1,0,0,3,3,1,2,4,2,2,0
36,3,3,2,0.57,77,여유,0,1,0,4,3,3,4,4,5,3,0
48,6,3,33,0.13,69,혼잡,1,0,0,4,5,4,4,4,5,4,0
57,6,3,15,0.45,49,혼잡,1,1,0,4,5,4,4,5,3,3,1
20,12,1,2,0.46,87,여유,0,0,0,4,4,3,2,4,5,5,0
48,12,6,7,0.15,99,혼잡,1,0,0,4,5,4,4,1,4,4,0
26,3,2,8,1.32,31,여유,0,0,0,2,3,1,4,4,4,2,0
23,12,1,19,0.9,50,보통,0,0,0,3,3,3,2,2,2,2,0
36,6,0,1,5.52,42,여유,0,0,0,3,4,2,1,3,2,3,1
42,3,1,3,0.96,39,혼잡,0,1,0,4,3,4,4,4,5,4,0
29,3,4,25,0.16,24,보통,0,0,0,3,3,4,4,4,4,1,0
25,6,0,5,7.61,43,혼잡,0,0,0,5,4,3,4,3,2,3,1
60,6,1,12,0.58,47,여유,0,0,0,3,3,3,4,3,4,2,0
45,12,1,7,2.37,36,보통,0,0,0,3,3,4,4,2,3,4,0
28,3,3,12,0.82,96,여유,0,1,0,1,3,2,3,3,4,2,1
19,6,0,2,2.39,45,혼잡,0,0,0,4,4,3,4,1,3,4,1
25,6,2,3,0.94,62,보통,0,0,0,4,5,5,5,5,5,5,1
32,12,5,24,0.15,113,보통,0,0,0,1,1,4,2,4,4,1,0
65,12,2,16,2.95,90,보통,0,0,0,5,4,3,4,5,3,5,1
33,12,1,19,2.45,51,매우혼잡,0,0,0,4,4,4,3,4,3,4,1
37,3,1,5,1.43,99,혼잡,1,0,0,5,4,3,3,4,3,3,1
40,6,3,2,0.17,59,보통,0,0,0,3,4,1,3,5,4,2,0
54,6,4,7,0.32,106,보통,1,1,0,4,5,2,4,4,3,2,0
31,12,4,3,0.15,68,여유,1,1,0,2,2,4,3,4,4,3,0
42,6,2,13,0.77,27,보통,0,0,0,4,4,3,2,4,4,3,0
30,1,3,6,0.64,59,보통,0,0,0,4,4,4,5,5,5,4,0
56,12,0,17,2.45,49,여유,0,0,0,1,3,1,1,5,4,3,1
21,3,1,3,1.08,47,여유,0,0,0,1,2,2,3,3,4,2,0
49,6,0,11,2.43,68,여유,0,0,1,1,3,1,3,4,5,2,0
24,12,1,10,1.66,30,여유,0,1,0,1,4,1,2,1,1,2,0
27,12,4,8,0.37,72,여유,1,0,0,2,3,2,2,3,4,3,0
38,12,0,9,1.31,31,혼잡,0,0,0,4,2,5,4,4,3,3,1
32,3,2,10,0.79,107,보통,0,1,0,2,3,4,3,4,3,1,0
47,3,2,4,0.4,62,보통,0,0,0,2,2,3,2,4,4,1,0
54,12,2,19,0.5,75,매우혼잡,0,0,0,3,4,5,4,5,5,4,0
49,3,0,2,6.24,39,보통,0,0,0,4,2,1,3,2,1,1,1
39,1,3,7,0.26,40,여유,0,0,0,1,4,2,1,3,3,1,1
43,12,4,23,0.46,118,보통,1,0,0,4,3,4,5,5,4,3,0
26,6,3,22,0.68,57,여유,0,0,0,4,3,4,3,3,4,4,1
29,1,1,4,1.48,60,여유,0,0,0,2,1,2,1,3,3,2,0
21,6,4,8,0.48,109,보통,1,1,0,4,2,2,3,5,4,1,0
50,3,1,15,1.43,24,보통,0,1,0,4,3,5,2,5,4,3,0
51,6,2,4,0.65,50,여유,0,0,0,3,4,2,2,3,4,2,1
30,6,2,7,0.45,36,혼잡,0,1,0,1,4,4,4,3,3,2,1
27,12,2,6,0.64,47,보통,1,0,0,3,4,4,4,4,5,2,0
64,1,3,39,0.23,111,매우혼잡,0,0,1,3,5,5,4,4,5,3,0
29,3,0,12,3.02,55,보통,0,0,0,3,4,5,4,4,4,3,1
31,12,2,19,2.42,39,혼잡,0,0,0,4,3,4,3,3,4,3,1
40,1,1,16,1.05,79,보통,0,0,0,2,5,2,2,4,4,3,0
59,12,1,7,0.64,79,혼잡,0,0,0,4,4,4,3,1,4,2,0
35,3,4,13,0.17,41,보통,0,0,0,4,4,4,4,4,5,4,0
51,6,3,7,0.61,48,보통,0,1,0,3,3,4,4,3,3,3,0
33,3,3,2,0.91,132,혼잡,0,0,0,4,4,2,3,3,2,3,0
34,3,1,3,0.9,44,혼잡,0,1,0,5,4,4,4,5,4,5,1
53,6,0,3,1.68,58,보통,0,1,0,4,4,3,5,4,5,4,1
28,12,4,8,1.11,60,여유,0,1,0,3,2,3,3,4,4,3,0
19,3,0,3,2.19,109,보통,0,0,0,4,4,3,3,5,4,3,1
24,12,2,3,0.74,35,여유,0,0,0,4,4,3,4,5,4,4,1
58,3,4,6,1.68,43,여유,1,1,0,3,2,1,1,2,2,1,0
29,1,1,9,1.43,68,여유,0,0,0,1,1,2,2,5,3,3,0
24,12,0,2,0.89,59,보통,0,1,0,4,4,4,4,3,3,4,0
38,12,0,12,6.18,87,보통,0,0,0,4,4,3,3,5,5,1,1
45,1,1,6,1.8,20,혼잡,0,0,0,2,2,4,4,3,4,5,1
21,1,0,11,1.37,48,혼잡,0,0,1,3,4,3,3,4,4,4,0
38,12,3,4,0.45,40,여유,0,1,0,3,2,4,4,4,3,3,0
33,3,0,13,0.97,70,여유,0,0,0,4,4,4,4,5,4,2,0
48,6,2,9,0.86,42,혼잡,1,0,0,4,3,5,4,5,5,3,0
40,12,3,4,0.98,114,여유,0,1,0,2,3,3,3,1,1,1,0
35,6,1,2,1.02,118,여유,0,0,0,1,5,1,1,4,1,3,0
53,12,1,9,1.29,36,여유,0,0,0,3,4,2,4,4,2,3,0
28,1,1,9,1.19,52,혼잡,0,0,0,5,4,3,3,5,4,3,0
45,6,0,2,7.98,15,여유,0,0,0,2,3,3,3,3,4,3,1
58,3,2,9,0.73,78,혼잡,0,0,0,2,2,4,2,3,3,4,0
35,6,0,6,6.84,58,혼잡,0,0,0,3,3,5,5,4,4,1,1
31,12,4,11,0.36,150,혼잡,1,0,0,5,5,4,3,5,5,5,0
36,12,2,21,0.67,50,보통,0,1,0,3,3,5,3,2,2,4,1
59,1,2,6,0.69,26,혼잡,0,0,0,5,4,3,4,4,3,2,0
44,3,4,37,0.23,130,여유,1,1,0,4,2,2,3,5,4,3,0
33,6,3,4,0.4,54,여유,0,1,0,2,5,1,1,4,2,3,0
66,3,1,4,0.55,36,보통,1,0,0,3,3,1,3,3,4,2,0
59,3,0,8,2.45,86,혼잡,0,0,0,3,3,4,4,5,5,3,1
61,12,0,6,1.03,30,여유,0,0,0,3,4,1,2,2,1,3,0
38,12,2,17,0.6,38,보통,0,1,0,3,2,2,1,3,2,3,1
32,1,1,8,1.04,83,혼잡,0,0,0,4,2,4,2,4,2,2,0
33,12,0,5,0.98,87,혼잡,0,0,0,4,4,5,3,4,3,3,1
35,12,2,14,1.43,32,혼잡,1,0,0,4,4,4,5,5,4,5,0
32,3,3,3,0.36,64,혼잡,0,0,0,1,4,4,3,4,3,2,0
63,6,3,4,0.61,54,혼잡,0,0,0,3,4,3,4,3,2,3,0
41,6,3,8,1.06,37,혼잡,0,0,0,4,5,3,3,4,4,1,0
67,3,5,21,0.19,62,보통,1,1,0,3,4,4,3,2,3,3,0
66,1,0,25,1.37,44,여유,0,0,1,2,4,2,3,2,4,3,1
37,6,2,10,0.74,73,여유,0,0,0,3,4,3,2,5,5,4,0
28,1,3,11,0.72,135,보통,0,1,0,2,4,4,3,4,4,2,0
36,12,2,11,1.24,22,보통,0,0,0,4,4,4,3,3,3,3,0
43,6,1,26,1.12,83,보통,0,0,0,2,4,3,2,3,2,3,0
37,6,2,23,0.93,112,보통,0,0,0,4,5,4,3,4,4,4,0
52,6,1,38,1.02,37,혼잡,0,0,0,4,4,4,5,5,5,4,1
22,6,2,4,0.84,70,여유,0,0,0,1,1,1,1,1,3,3,0
70,12,1,26,0.63,99,보통,0,1,1,2,3,4,3,4,4,5,0
49,6,2,1,1.45,72,매우혼잡,0,0,0,4,4,4,3,1,1,1,0
25,3,2,24,0.14,36,보통,0,0,0,3,4,5,4,5,5,5,0
28,12,2,1,0.85,48,보통,0,0,0,3,4,3,4,2,2,4,1
20,3,3,5,0.15,57,보통,1,1,0,4,3,3,4,4,4,1,0
25,12,1,9,2.05,108,여유,1,0,0,3,3,4,4,4,4,2,0
49,6,2,5,0.39,72,혼잡,1,0,0,4,5,4,4,5,3,2,0
26,3,1,1,0.99,45,보통,0,0,0,3,1,3,3,4,2,2,1
61,1,0,8,0.97,36,여유,0,0,0,5,4,4,3,4,5,3,0
37,3,2,1,0.97,56,보통,0,0,0,3,4,2,3,4,3,4,1
32,6,1,19,1.24,16,여유,0,0,0,1,2,1,1,2,2,2,0
44,1,2,10,0.31,58,보통,0,1,0,2,3,3,1,3,4,2,0
58,12,3,39,0.79,69,보통,1,0,0,4,3,1,1,5,4,3,0
28,6,3,12,1.5,117,혼잡,0,0,0,4,3,4,4,4,5,3,0
22,12,4,9,0.47,47,혼잡,1,0,0,4,2,4,2,3,5,1,0
67,1,5,18,0.5,76,여유,1,0,0,3,2,3,4,5,4,4,0
69,6,2,15,1.26,20,여유,0,0,0,3,2,3,4,4,4,3,0
34,3,0,1,1.38,111,보통,0,0,0,4,4,3,4,4,2,3,1
26,6,0,2,3.23,51,여유,0,0,0,2,3,2,2,3,3,1,1
42,6,0,21,0.69,56,여유,0,0,0,4,4,3,4,4,4,4,1
58,3,2,6,0.76,40,보통,0,1,0,5,4,5,4,5,4,3,1
26,12,2,4,0.22,51,여유,0,0,0,4,5,1,2,4,4,4,1
52,6,2,23,0.69,44,여유,0,0,0,4,2,3,1,3,3,5,0
67,6,1,11,1.96,133,혼잡,0,0,0,5,5,3,5,4,4,4,1
30,12,3,37,1.61,63,여유,0,0,0,4,3,2,3,4,3,4,0
53,1,4,1,0.76,51,보통,0,1,0,3,4,3,4,4,4,3,0
61,6,3,37,0.16,58,여유,0,0,0,3,1,1,2,5,4,1,0
45,12,3,9,0.48,32,혼잡,0,1,0,3,2,3,3,4,3,2,0
32,12,3,19,2.44,131,보통,0,0,0,4,2,2,1,4,3,1,0
54,6,4,8,0.27,51,보통,1,1,0,4,4,3,4,5,3,1,0
37,1,2,19,1.66,49,보통,0,1,0,4,3,4,3,4,4,5,1
25,1,1,21,2.2,58,보통,0,0,0,3,2,2,3,1,3,3,1
36,6,3,13,0.71,103,여유,1,1,1,1,2,2,2,4,4,1,0
50,6,3,6,0.27,74,여유,0,0,0,2,2,2,1,2,1,2,1
55,6,1,26,0.72,43,혼잡,0,0,1,4,4,3,5,3,3,3,0
49,3,3,1,1.7,133,혼잡,1,1,0,4,5,4,5,2,3,2,1
55,3,1,6,2.31,93,혼잡,0,0,0,3,3,4,4,4,2,2,0
33,6,0,11,6.72,31,보통,0,0,0,3,2,5,4,3,2,2,1
21,3,5,4,0.54,78,보통,0,1,0,4,4,2,4,2,3,3,0
34,1,2,12,1.34,19,보통,0,0,0,1,3,4,4,3,3,5,0
60,12,1,32,1.46,16,보통,1,0,1,2,2,4,4,3,4,2,0
23,6,3,5,0.96,76,보통,1,0,0,3,4,3,4,4,3,2,1
27,3,1,11,1.26,65,여유,0,0,0,1,4,4,4,5,4,3,0
39,12,2,5,1.1,114,혼잡,0,0,0,4,4,3,3,4,4,2,0
21,12,3,4,1.42,81,보통,1,0,0,3,2,2,2,5,3,3,0
34,3,0,13,1.19,39,혼잡,0,0,0,4,2,5,4,4,4,4,0
40,12,4,5,0.24,139,혼잡,1,1,0,5,2,4,2,5,4,3,0
25,6,3,6,1.36,53,여유,0,1,0,4,2,1,4,2,3,2,0
38,3,0,13,6.72,76,여유,0,0,0,5,3,3,2,4,5,4,1
48,12,1,5,1.26,42,혼잡,0,1,0,4,4,4,3,5,5,4,1
21,6,0,7,0.53,97,보통,0,0,0,2,1,2,3,4,4,1,0
42,12,3,11,0.19,55,보통,1,1,0,4,4,2,4,5,4,3,0
40,12,0,7,1.3,61,혼잡,0,0,0,5,3,4,4,4,3,4,0
37,6,1,11,2.9,96,보통,0,0,0,3,3,3,4,3,3,4,1
24,6,2,2,1.44,71,매우혼잡,0,1,0,3,1,4,4,3,1,2,1
39,3,1,7,2.43,41,여유,0,1,0,1,4,2,2,2,3,1,0
23,12,3,8,0.43,64,보통,0,1,0,3,5,3,3,4,4,2,0
17,12,2,4,0.38,66,보통,0,0,0,4,5,4,5,5,4,5,0
22,12,4,18,0.29,36,보통,0,0,0,4,3,3,2,4,5,3,0
32,3,3,25,1.25,81,여유,1,0,0,1,3,3,2,4,5,3,0
37,6,2,4,1.41,99,보통,0,0,0,5,5,4,4,4,3,3,1
50,12,1,38,0.97,32,보통,0,1,0,3,3,4,5,3,3,4,1
50,12,1,3,0.9,83,여유,0,0,0,2,4,3,4,3,2,3,0
37,3,1,1,1.88,16,혼잡,0,1,0,1,1,3,4,3,3,1,0
39,1,3,12,0.21,115,보통,0,0,0,4,4,5,4,3,3,4,0
55,12,2,5,2.18,39,보통,0,1,0,5,4,2,3,4,5,4,0
21,6,3,6,0.3,45,보통,0,0,0,3,3,3,2,3,2,4,0
24,12,1,6,0.54,44,보통,0,0,0,2,3,3,3,2,4,2,0
22,1,1,12,1.55,111,여유,0,0,0,4,3,2,1,4,5,4,1
44,6,2,22,1.41,16,보통,0,1,0,4,4,1,1,4,3,4,0
53,12,0,3,2.44,38,보통,0,0,0,4,4,3,3,4,4,5,1
24,6,3,2,0.87,29,보통,0,0,0,3,1,3,2,4,4,2,0
23,3,3,7,0.2,54,보통,0,1,0,4,5,2,4,5,5,3,0
22,3,2,3,1.57,88,보통,0,0,0,4,1,3,4,1,1,5,1
38,1,6,15,0.54,79,여유,0,1,0,2,1,2,3,3,2,4,0
20,1,5,2,0.3,97,혼잡,0,1,0,4,3,2,3,3,4,4,0
26,3,3,9,0.85,53,보통,1,1,0,4,2,3,1,4,4,2,0
44,6,2,16,0.41,33,여유,0,1,0,4,2,2,2,3,4,3,0
33,12,3,5,0.45,60,매우혼잡,1,1,0,4,4,4,2,5,3,3,1
31,12,1,2,1.41,47,보통,0,0,0,4,5,3,4,4,5,5,1
23,1,2,14,1.26,86,보통,1,0,0,5,4,5,4,4,4,5,0
26,3,2,21,1.01,49,혼잡,0,0,0,2,3,5,3,4,4,3,0
21,1,3,8,0.8,41,혼잡,0,1,0,4,5,4,1,3,3,4,1
33,3,4,13,0.39,98,혼잡,0,0,0,4,3,4,4,4,4,2,0
46,6,3,39,0.38,39,여유,0,1,0,4,4,1,3,1,2,3,1
45,6,3,5,0.52,72,보통,0,0,0,2,2,1,1,4,4,2,0
56,12,3,14,0.12,142,보통,0,1,0,5,3,4,4,5,4,3,0
61,1,3,18,0.22,31,여유,0,0,0,4,5,3,3,5,5,4,0
60,6,1,32,0.51,76,여유,0,0,0,2,2,3,4,5,4,1,0
46,12,0,25,4.37,26,여유,0,0,0,4,4,2,4,5,5,4,1
29,3,5,4,0.19,117,여유,1,0,0,5,3,4,4,4,3,4,0
17,12,5,11,0.25,57,여유,1,0,0,4,1,2,1,2,3,3,0
31,12,0,2,2.35,50,여유,0,0,0,2,3,2,2,3,2,2,1
57,3,6,3,0.12,132,여유,1,1,0,2,1,3,1,3,2,2,0
67,6,3,17,0.9,67,혼잡,1,0,0,4,4,2,3,3,2,3,0
20,1,7,3,0.19,109,혼잡,1,1,0,3,3,4,3,3,3,2,0
51,6,0,13,5.95,27,보통,0,1,1,5,4,3,3,5,4,4,1
53,6,3,24,0.67,66,매우혼잡,1,1,0,4,4,4,5,4,4,3,0
17,3,4,6,0.82,70,매우혼잡,0,0,0,2,4,5,4,5,4,1,0
23,6,2,20,0.94,49,매우혼잡,0,0,0,4,4,5,5,5,4,3,0
30,12,3,4,0.65,66,보통,0,0,0,3,3,3,4,5,3,3,1
25,12,2,13,0.36,74,혼잡,0,0,0,3,4,4,4,3,3,2,1
24,12,2,5,0.59,54,보통,0,0,0,3,4,3,4,4,4,2,0
46,1,1,2,1.72,46,여유,0,1,0,2,3,1,2,4,4,3,0
20,3,3,4,0.91,34,혼잡,0,1,0,4,4,4,3,5,5,3,0
16,6,4,1,0.8,58,보통,0,0,0,3,3,4,3,4,4,4,1
44,3,3,3,0.59,84,매우혼잡,1,0,0,1,5,5,4,3,3,3,0
24,12,0,4,1.47,69,보통,0,0,0,4,4,3,3,3,4,3,0
27,6,2,28,0.5,78,보통,0,1,0,3,4,3,4,5,4,4,0
40,3,4,16,0.45,103,여유,0,0,0,1,2,3,3,1,1,2,0
51,12,2,14,1.29,81,보통,1,0,0,4,4,3,3,3,2,3,0
26,6,1,2,2.27,41,혼잡,0,0,0,4,4,5,4,4,4,4,1
47,12,1,10,1.13,49,보통,1,1,1,4,5,4,3,5,5,4,1
21,6,0,4,0.77,67,보통,0,0,0,4,3,4,4,1,4,4,0
53,12,2,9,0.48,34,여유,0,0,0,1,2,3,1,3,4,1,0
69,12,1,9,1.5,56,여유,0,0,0,3,4,1,3,3,4,4,0
24,12,4,12,0.67,72,보통,0,0,0,2,2,2,3,3,2,2,0
41,12,1,1,2.48,60,보통,0,0,0,4,4,2,3,4,3,4,0
47,6,3,6,0.72,91,여유,0,0,0,3,4,2,3,4,4,5,0
33,12,3,6,0.35,30,혼잡,0,1,0,3,4,4,3,1,1,4,0
66,3,0,1,6.17,53,보통,0,0,1,3,1,2,4,4,2,2,1
36,1,3,9,1.18,83,여유,1,0,0,3,2,2,2,3,4,3,0
44,6,1,21,1.29,47,혼잡,0,0,0,3,4,4,4,4,4,3,0
30,1,2,5,1.32,75,혼잡,0,0,0,5,4,5,4,4,4,2,1
34,3,5,9,0.28,80,혼잡,0,1,0,3,2,5,5,2,1,2,0
46,6,2,4,0.96,104,혼잡,0,0,0,4,5,4,4,2,2,4,1
67,3,0,8,0.72,43,혼잡,0,0,0,5,4,4,4,3,4,4,0
48,1,3,6,0.59,111,여유,0,1,0,2,2,5,5,4,4,4,0
66,3,3,4,1.05,66,보통,0,0,0,3,4,3,4,4,4,3,0
18,6,3,5,0.78,72,여유,0,0,0,3,4,2,3,4,4,5,0
22,6,2,5,0.41,81,보통,0,0,0,5,4,2,5,3,4,3,0
35,3,3,13,1.44,50,보통,0,1,0,2,5,3,2,5,4,3,0
66,12,1,6,1.44,18,보통,0,0,0,4,4,4,4,4,4,4,1
70,3,4,12,0.15,54,여유,0,0,0,3,3,2,3,4,5,4,0
63,12,3,2,0.57,32,혼잡,0,1,0,3,5,4,4,5,5,4,0
28,3,0,4,1.15,57,보통,0,1,1,2,3,3,3,4,3,3,0
30,1,2,3,1.9,88,보통,0,1,0,4,3,2,2,5,4,4,0
47,3,2,4,0.67,61,보통,0,0,0,4,5,3,4,4,4,3,0
32,12,3,15,0.62,52,여유,0,0,0,3,3,3,4,4,3,3,0
28,12,3,9,0.28,77,여유,1,0,0,2,3,3,3,3,4,3,0
24,12,2,3,0.88,49,보통,0,0,0,5,2,4,5,4,4,5,0
31,1,3,7,0.96,123,혼잡,0,1,0,3,4,5,4,5,4,2,1
33,3,1,22,1.45,53,혼잡,0,0,0,2,2,4,4,2,1,2,0
46,6,3,13,0.29,90,보통,1,0,0,4,2,3,2,3,3,1,0
58,6,4,12,0.31,74,혼잡,1,0,0,3,4,2,2,1,2,2,0
66,6,2,8,1.96,84,보통,0,1,0,2,3,3,4,3,4,1,0
32,12,4,4,0.34,110,여유,1,0,0,4,2,2,4,3,3,3,0
39,12,2,31,2.46,71,보통,1,0,1,3,3,2,1,4,4,2,1
68,3,2,13,0.47,42,여유,0,0,0,4,4,4,5,4,4,4,1
63,3,3,13,1.43,89,혼잡,1,1,0,4,1,2,2,2,2,3,0
27,12,0,2,1.21,28,보통,0,0,0,4,2,5,4,5,3,3,1
35,12,2,2,1.19,102,매우혼잡,1,1,1,5,4,5,3,4,4,3,1
33,3,0,1,7.35,32,혼잡,0,0,0,3,3,4,4,4,4,4,1
56,12,1,1,1.06,60,보통,0,0,1,4,3,2,3,5,4,2,0
37,6,0,18,2.26,76,매우혼잡,0,0,0,5,4,3,3,4,4,3,1
32,6,3,13,0.87,56,보통,0,1,0,2,5,3,2,2,2,4,0
21,12,2,3,0.57,28,보통,0,0,0,1,4,1,4,2,1,2,0
25,3,0,12,2.37,40,보통,0,0,0,4,3,4,4,5,5,5,1
44,6,1,11,1.16,73,매우혼잡,0,0,0,4,5,4,4,4,4,1,0
26,6,4,4,0.54,71,여유,0,0,0,3,5,3,4,5,5,4,1
26,3,3,10,0.39,62,여유,0,1,0,4,4,1,1,4,4,3,0
59,1,2,39,0.43,34,여유,0,1,0,2,2,3,3,3,1,3,0
63,6,3,9,0.63,88,혼잡,1,1,0,2,4,2,3,2,1,2,0
24,1,3,9,0.19,111,혼잡,1,1,0,5,4,2,2,3,4,1,0
29,6,0,3,4.1,25,혼잡,0,1,0,4,3,4,2,4,3,3,1
68,12,4,38,0.71,87,혼잡,1,1,0,5,5,5,4,5,5,2,0
27,12,3,9,0.65,80,여유,0,0,0,3,2,3,3,5,4,5,1
41,6,0,7,2.01,58,혼잡,0,0,0,4,4,5,4,5,5,5,1
30,6,2,8,1.24,138,보통,0,0,0,2,4,3,5,2,1,3,0
34,6,1,3,0.95,36,보통,1,1,1,3,4,3,3,2,1,3,0
22,12,1,7,0.34,94,보통,0,0,0,2,4,4,3,4,5,4,0
34,12,1,6,1.07,65,보통,0,1,0,2,3,4,2,3,3,2,0
24,12,2,3,0.72,88,여유,0,1,0,4,2,3,4,5,5,4,1
